編號,詞語,語源,義項,詞類,等級,標籤,TL,POJ,方言差,近義詞,反義詞,相關詞,附註,動詞變化,翻譯,,分類
89,十全,,134,形,,,完滿、齊全。完美無缺憾。,,,3079#4259|10945#14986|27337#21963,17984,,,tsa̍p-tsn̂g,cha̍p-chn̂g,https://sutian.moe.edu.tw/zh-hant/su/89/#134,性質、程度
90,十全,,135,名,,,用於中醫藥名。,,,,,,,si̍p-tsuân,si̍p-choân,https://sutian.moe.edu.tw/zh-hant/su/90/#135,醫療保健|性質、程度
90,十全,,136,形,,,完美、齊全。完美無缺憾。,,,27337#21963,,,,si̍p-tsuân,si̍p-choân,https://sutian.moe.edu.tw/zh-hant/su/90/#136,醫療保健|性質、程度
91,八字,,137,名,,,中國傳統命相學家，用人出生的年、月、日、時，以天干、地支配合成八個字，來推斷一生的命運。,,,1932#2679,,,,peh-jī/pueh-lī,peh-jī/poeh-lī,https://sutian.moe.edu.tw/zh-hant/su/91/#137,生養老死|相關器具、活動
92,七字仔,,138,名,,,七字調。歌仔戲使用率非常高的一種調，七個字為一句，每段有四句。,,,,,,,tshit-jī-á/tshit-lī-á,chhit-jī-á/chhit-lī-á,https://sutian.moe.edu.tw/zh-hant/su/92/#138,文學、藝術|戲劇、音樂
93,十字架,,139,名,,,西洋古代的一種刑具。由於耶穌基督為了救贖世人而被釘死在十字架上，所以後世就用十字架來代表基督本身或對基督教的信仰。,,,,,,,si̍p-jī-kè/si̍p-lī-kè,si̍p-jī-kè/si̍p-lī-kè,https://sutian.moe.edu.tw/zh-hant/su/93/#139,神明、鬼怪、教派|相關器具、活動
94,八字跤,,140,名,,,八字腳。走路內八字或外八字。,,,,,,,pat-jī-kha/pat-lī-kha,pat-jī-kha/pat-lī-kha,https://sutian.moe.edu.tw/zh-hant/su/94/#140,體態樣貌
95,十字路,,141,名,,,縱橫兩條道路交接之處。,,,,,,,si̍p-jī-lōo/si̍p-lī-lōo,si̍p-jī-lō͘/si̍p-lī-lō͘,https://sutian.moe.edu.tw/zh-hant/su/95/#141,道路、橋梁
96,七早八早,,142,時,,,一大清早。,,,7928#11007,323#470,,,tshit-tsá-peh-tsá/tshit-tsá-pueh-tsá,chhit-chá-peh-chá/chhit-chá-poeh-chá,https://sutian.moe.edu.tw/zh-hant/su/96/#142,時間節令
96,七早八早,,143,時,,,形容時間還早。,,,,13872#18762,,,tshit-tsá-peh-tsá/tshit-tsá-pueh-tsá,chhit-chá-peh-chá/chhit-chá-poeh-chá,https://sutian.moe.edu.tw/zh-hant/su/96/#143,時間節令
97,入耳,,144,副,,,聽進耳裡。,,,19319,,,,ji̍p-ní/li̍p-ní,ji̍p-ní/li̍p-ní,https://sutian.moe.edu.tw/zh-hant/su/97/#144,反應、表情
98,刀肉,,145,名,,,指刀子的主體部位。,,,,,,,to-bah,to-bah,https://sutian.moe.edu.tw/zh-hant/su/98/#145,生活用品
99,七老八老,,146,形,,,七老八十。形容年紀很老。,,,,,,,tshit-lāu-peh-lāu/tshit-lāu-pueh-lāu,chhit-lāu-peh-lāu/chhit-lāu-poeh-lāu,https://sutian.moe.edu.tw/zh-hant/su/99/#146,生養老死
100,了尾仔囝,,147,名,,,敗家子。不務正業、傾家蕩產而無法自立的子孫。,,,,,,,liáu-bué-á-kiánn/liáu-bé-á-kiánn,liáu-bóe-á-kiáⁿ/liáu-bé-á-kiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/100/#147,宗族、家庭
101,二步七仔,,148,名,,,本事、本領。形容人對事情有一點處理的本事、能力。,,,520#702|1718#2379|1780#2450|18392,,,,--jī-pōo-tshit-á/--lī-pōo-tshit-á,--jī-pō͘-chhit-á/--lī-pō͘-chhit-á,https://sutian.moe.edu.tw/zh-hant/su/101/#148,才智能力
102,八角,,149,名,,,八角茴香的果實。茶褐色，呈星狀排列，一般多用作食品的佐料。,,,,,,,peh-kak/pueh-kak,peh-kak/poeh-kak,https://sutian.moe.edu.tw/zh-hant/su/102/#149,食物、飲料、煙酒|形貌、體積
103,十足,,150,形,,,完全、充分。,,,,,,,tsa̍p-tsiok,cha̍p-chiok,https://sutian.moe.edu.tw/zh-hant/su/103/#150,性質、程度
104,九芎仔,,151,名,,,九芎樹。木本植物。木質堅韌，可以拿來做手杖，根部可以拿來入藥，治瘧疾。,,,17741|17742,,,,kiú-kiong-á,kiú-kiong-á,https://sutian.moe.edu.tw/zh-hant/su/104/#151,花草樹木|醫療保健
105,人事,,152,名,,,機關中的人員升調、獎懲、任免等事務。,,,,,,,jîn-sū/lîn-sū,jîn-sū/lîn-sū,https://sutian.moe.edu.tw/zh-hant/su/105/#152,服務業及其他|交際應酬
105,人事,,153,名,,,人力。人的作為。,,,,,,,jîn-sū/lîn-sū,jîn-sū/lîn-sū,https://sutian.moe.edu.tw/zh-hant/su/105/#153,服務業及其他|交際應酬
105,人事,,154,名,,,公關。用來送禮的物品。,,,,,,,jîn-sū/lîn-sū,jîn-sū/lîn-sū,https://sutian.moe.edu.tw/zh-hant/su/105/#154,服務業及其他|交際應酬
106,八卦,,155,名,,,術數用語。易經中八個基本卦名的合稱。相傳為伏羲氏所作，由陽爻和陰爻組成。後來也用來指稱八角形物品。,,,,,,,pat-kuà,pat-kòa,https://sutian.moe.edu.tw/zh-hant/su/106/#155,魚蝦海獸|相關器具、活動
106,八卦,,156,名,,,椰子蟹。甲殼類動物。可以爬上椰子樹，用兩隻螯剝食椰肉，故命名為「椰子蟹」。又因為體型碩大，個性凶蠻，頭胸部如八卦圖紋，俗稱「八卦」。,,,,,,,pat-kuà,pat-kòa,https://sutian.moe.edu.tw/zh-hant/su/106/#156,魚蝦海獸|相關器具、活動
107,卜卦,,157,動,,,占卜。推斷未來的吉凶禍福。,,V010,17752,,,,pok-kuà,pok-kòa,https://sutian.moe.edu.tw/zh-hant/su/107/#157,相關器具、活動
108,二房,,158,名,,,家族中次男的支系。,,,,,,,jī-pâng/lī-pâng,jī-pâng/lī-pâng,https://sutian.moe.edu.tw/zh-hant/su/108/#158,宗族、家庭|稱謂輩分
109,人物,,159,名,,,有品格、才能出眾的人。,,,,,,,jîn-bu̍t/lîn-bu̍t,jîn-bu̍t/lîn-bu̍t,https://sutian.moe.edu.tw/zh-hant/su/109/#159,才智能力|戲劇、音樂
110,十花五色,,160,形,,,五花八門、形形色色。,,,17871,,,,tsa̍p-hue-gōo-sik,cha̍p-hoe-gō͘-sek,https://sutian.moe.edu.tw/zh-hant/su/110/#160,境況、狀態-擬人|境況、狀態-擬事
111,入門,,161,動,,,進門。,,,,1490#2080,,,ji̍p-mn̂g/li̍p-mn̂g,ji̍p-mn̂g/li̍p-mn̂g,https://sutian.moe.edu.tw/zh-hant/su/111/#161,性別、婚姻|房屋租賃、搬遷|教育、學術|性質、程度
111,入門,,162,動,,,婦女嫁到夫家。,,,,,,,ji̍p-mn̂g/li̍p-mn̂g,ji̍p-mn̂g/li̍p-mn̂g,https://sutian.moe.edu.tw/zh-hant/su/111/#162,性別、婚姻|房屋租賃、搬遷|教育、學術|性質、程度
111,入門,,163,動,,,初步學會。,,,,,,,ji̍p-mn̂g/li̍p-mn̂g,ji̍p-mn̂g/li̍p-mn̂g,https://sutian.moe.edu.tw/zh-hant/su/111/#163,性別、婚姻|房屋租賃、搬遷|教育、學術|性質、程度
111,入門,,164,名,,,指初階讀物，多用在書名。,,,,,,,ji̍p-mn̂g/li̍p-mn̂g,ji̍p-mn̂g/li̍p-mn̂g,https://sutian.moe.edu.tw/zh-hant/su/111/#164,性別、婚姻|房屋租賃、搬遷|教育、學術|性質、程度
112,人客,,165,名,,,客人、賓客、顧客。,,,4850#6795|4862#6825|13178#17881,1313#1800,,,lâng-kheh,lâng-kheh,https://sutian.moe.edu.tw/zh-hant/su/112/#165,相關用語|婚喪喜慶|交際應酬
113,了後,,166,時,,,之後。,,,,,,,liáu-āu,liáu-āu,https://sutian.moe.edu.tw/zh-hant/su/113/#166,時間節令
114,七星,,167,名,,,北斗星、北斗七星。星座名。由七顆星組合、排列在北方天空的星象，形狀像斗杓。是中國數術、宗教儀式中重要的星象，在西方星象學上屬於大熊星座。,,,18011,,,,tshit-tshenn/tshit-tshinn,chhit-chheⁿ/chhit-chhiⁿ,https://sutian.moe.edu.tw/zh-hant/su/114/#167,天文
115,二指,,168,名,,,食指。,,V654,5024#7058,,,,jī-tsáinn/lī-tsáinn,jī-cháiⁿ/lī-cháiⁿ,https://sutian.moe.edu.tw/zh-hant/su/115/#168,生理構造
116,刁持,,169,副,,,故意、存心。,,,117#171|144#201|17751,8640#11918|8644#11922,,,tiau-tî,tiau-tî,https://sutian.moe.edu.tw/zh-hant/su/116/#169,心理狀態
116,刁持,,170,副,,,特地、特意。,,,74#117|7145#9915,,,,tiau-tî,tiau-tî,https://sutian.moe.edu.tw/zh-hant/su/116/#170,心理狀態
117,刁故意,,171,副,,,存心、故意。,,,74#118|116#169|144#201|2299#3202|23747,8644#11922|8651#11931|25259,,,tiau-kòo-ì,tiau-kò͘-ì,https://sutian.moe.edu.tw/zh-hant/su/117/#171,心理狀態
118,刀柄,,172,名,,,刀子的把手。,,,,,,,to-pènn/to-pìnn,to-pèⁿ/to-pìⁿ,https://sutian.moe.edu.tw/zh-hant/su/118/#172,生活用品
119,八珍,,173,名,,,漢方藥劑的名稱，包含：當歸、川芎、白芍、熟地、人參、白朮、茯苓、甘草。,,,,,,,pat-tin,pat-tin,https://sutian.moe.edu.tw/zh-hant/su/119/#173,道德評價|醫療保健|食物、飲料、煙酒
119,八珍,,174,形,,,三八。形容人的言行不莊重。,,,211#331|222#342,,,,pat-tin,pat-tin,https://sutian.moe.edu.tw/zh-hant/su/119/#174,道德評價|醫療保健|食物、飲料、煙酒
120,人面,,175,名,,,人脈。,,,,,,,lâng-bīn,lâng-bīn,https://sutian.moe.edu.tw/zh-hant/su/120/#175,交際應酬
121,人倫,,176,名,,,人類的倫常，人類相處的各種關係。,,,5757#8041|18722,,,,jîn-lûn/lîn-lûn,jîn-lûn/lîn-lûn,https://sutian.moe.edu.tw/zh-hant/su/121/#176,組織團體|交際應酬
122,人員,,177,名,,,擔任某種職務的人。,,,,,,,jîn-uân/lîn-uân,jîn-oân/lîn-oân,https://sutian.moe.edu.tw/zh-hant/su/122/#177,服務業及其他|相關用語
122,人員,,178,名,,,人數。,,,10064#13821|22900,,,,jîn-uân/lîn-uân,jîn-oân/lîn-oân,https://sutian.moe.edu.tw/zh-hant/su/122/#178,服務業及其他|相關用語
123,入厝,,179,動,,,新居落成，搬入新家。,,,,,,,ji̍p-tshù/li̍p-tshù,ji̍p-chhù/li̍p-chhù,https://sutian.moe.edu.tw/zh-hant/su/123/#179,房屋租賃、搬遷
124,七娘媽,,180,名,,,註生娘娘或是織女。女性神明，生日為農曆七月初七，當天會用油飯、花朵、胭脂水粉祭祀。,,,,,,,Tshit-niû-má,Chhit-niû-má,https://sutian.moe.edu.tw/zh-hant/su/124/#180,神明、鬼怪、教派
125,七娘媽生,,181,名,,,農曆七月初七。七星娘娘誕辰。「七娘媽」就是七星娘娘，傳說是孩童的保護神。以前農業社會醫藥不發達，孩子常夭折或生病，所以人們會祈求「七娘媽」保佑小孩平安長大，因此等到孩童十六歲(舊時十六歲即成年)七月初七當天，便舉行祭祀以酬謝「七娘媽」。,,,69#111,,,,Tshit-niû-má-senn/Tshit-niû-má-sinn,Chhit-niû-má-seⁿ/Chhit-niû-má-siⁿ,https://sutian.moe.edu.tw/zh-hant/su/125/#181,時間節令|生活狀況|相關器具、活動
126,人家,,182,名,,,住宅、民家。,,,,,,,jîn-ke/lîn-ke,jîn-ke/lîn-ke,https://sutian.moe.edu.tw/zh-hant/su/126/#182,宗族、家庭
127,人家厝仔,,183,名,,,民宅。,,,7254#10064|14273#19292,,,,jîn-ke-tshù-á/lîn-ke-tshù-á,jîn-ke-chhù-á/lîn-ke-chhù-á,https://sutian.moe.edu.tw/zh-hant/su/127/#183,建築物、結構
128,八家將,,184,名,,,陰司的鬼役。為迎神賽會陣頭之一。,,,,,,,pat-ka-tsiòng,pat-ka-chiòng,https://sutian.moe.edu.tw/zh-hant/su/128/#184,神明、鬼怪、教派
129,人格,,185,名,,,品格、品性。,,,17743,,,,jîn-keh/lîn-keh,jîn-keh/lîn-keh,https://sutian.moe.edu.tw/zh-hant/su/129/#185,道德評價
130,人氣,JPN185,186,名,,,人緣、人望。,,,138#195|151#208,,,,jîn-khì/lîn-khì,jîn-khì/lîn-khì,https://sutian.moe.edu.tw/zh-hant/su/130/#186,交際應酬
131,刀砧,,187,名,,,砧板。切割魚肉或蔬果時所墊的板子。,,V155,2705#3750|14349#19382,,,,to-tiam,to-tiam,https://sutian.moe.edu.tw/zh-hant/su/131/#187,生活用品|飲食物具
132,人馬,,188,名,,,兵馬。泛指軍隊和武力裝備，及有相當力量的聚合人群。,,,18288,,,,jîn-má/lîn-má,jîn-má/lîn-má,https://sutian.moe.edu.tw/zh-hant/su/132/#188,組織團體
133,入院,,189,動,,,住院。因為生病住進醫院就醫。,,,14522#19597,,,,ji̍p-īnn/li̍p-īnn,ji̍p-īⁿ/li̍p-īⁿ,https://sutian.moe.edu.tw/zh-hant/su/133/#189,醫療保健
134,人參,,190,名,,,草本植物。根和葉都可以做藥，是昂貴的中藥材。因為形狀像人，所以稱為「人參」。,,V089,6900#9584|6901#9585|7032#9767,,,,jîn-sim/lîn-sim,jîn-sim/lîn-sim,https://sutian.moe.edu.tw/zh-hant/su/134/#190,蔬果作物|醫療保健
135,人情,,191,名,,,恩惠、恩情。,,,,,,,jîn-tsîng/lîn-tsîng,jîn-chêng/lîn-chêng,https://sutian.moe.edu.tw/zh-hant/su/135/#191,交際應酬
135,人情,,192,名,,,人際關係，尤指禮尚往來。,,,,,,,jîn-tsîng/lîn-tsîng,jîn-chêng/lîn-chêng,https://sutian.moe.edu.tw/zh-hant/su/135/#192,交際應酬
136,人情世事,,193,熟,,,人情世故。為人處世的應對進退，多用在婚喪喜慶等應酬、禮尚往來的事宜。,,,,,,,jîn-tsîng-sè-sū/lîn-tsîng-sè-sū,jîn-chêng-sè-sū/lîn-chêng-sè-sū,https://sutian.moe.edu.tw/zh-hant/su/136/#193,交際應酬
137,入教,,194,動,,,信教、皈依。,,,18557|18699,,,,ji̍p-kàu/li̍p-kàu,ji̍p-kàu/li̍p-kàu,https://sutian.moe.edu.tw/zh-hant/su/137/#194,相關器具、活動
138,人望,,195,名,,,眾人矚目。,,,130#186|18087,,,,jîn-bōng/lîn-bōng,jîn-bōng/lîn-bōng,https://sutian.moe.edu.tw/zh-hant/su/138/#195,地位、身世、背景
139,人造,,196,形,,,由人工製造而成的。,,,,1079#1478|2741#3792,,,jîn-tsō/lîn-tsō,jîn-chō/lîn-chō,https://sutian.moe.edu.tw/zh-hant/su/139/#196,性質、程度
140,刀喙,,197,名,,,刀口。,,,,,,,to-tshuì,to-chhùi,https://sutian.moe.edu.tw/zh-hant/su/140/#197,傷疾病痛|生活用品
141,入場,,198,動,,,進場。進入會場、試場或戲院等特定場所。,,,,,,,ji̍p-tiûnn/li̍p-tiûnn,ji̍p-tiûⁿ/li̍p-tiûⁿ,https://sutian.moe.edu.tw/zh-hant/su/141/#198,戲劇、音樂
142,了然,,199,形,,,枉然、枉費。,,,,,,,liáu-jiân/liáu-liân,liáu-jiân/liáu-liân,https://sutian.moe.edu.tw/zh-hant/su/142/#199,境況、狀態-擬事
143,力量,,200,名,,,力氣、能力。,,,156#216|6157#8622|13877#18769,,,,li̍k-liōng,le̍k-liōng,https://sutian.moe.edu.tw/zh-hant/su/143/#200,才智能力
144,刁意故,,201,形,,,故意、存心。,,,74#118|116#169|117#171|2299#3202,8640#11918|8644#11922,,,thiau-ì-kòo,thiau-ì-kò͘,https://sutian.moe.edu.tw/zh-hant/su/144/#201,心理狀態
145,七爺,,202,名,,,神明的名稱。名字為謝必安，身材高大，和八爺范無救為好友，因為守信守義而死，死後被封入神界，是城隍爺出巡時的重要配祀神明。,,,27324#21947,,,,Tshit-iâ,Chhit-iâ,https://sutian.moe.edu.tw/zh-hant/su/145/#202,神明、鬼怪、教派
146,刀銎,,203,名,,,刀背。指刀無刃的一邊。,,,10904#14923,,,,to-khing,to-kheng,https://sutian.moe.edu.tw/zh-hant/su/146/#203,生活用品
147,又閣,,204,副,,,又、再，表示動作或現象的重複。,,,,,,,iū-koh,iū-koh,https://sutian.moe.edu.tw/zh-hant/su/147/#204,副詞
148,人影,,205,名,,,人的影子，也可以用來指人。,,,13814#18697,,,,lâng-iánn,lâng-iáⁿ,https://sutian.moe.edu.tw/zh-hant/su/148/#205,泛稱
149,九層塔,,206,名,,,草本植物，脣形科羅勒屬。花的顏色有白色、紫色等，因為花苞為九層狀，尖端排列成九行，所以稱為「九層塔」。其嫩莖跟葉子可食用，具有特殊香氣。,,V327,,,,,káu-tsàn-thah,káu-chàn-thah,https://sutian.moe.edu.tw/zh-hant/su/149/#206,蔬果作物|食物、飲料、煙酒
150,人範,,207,名,,,人品。指人的外在面貌或儀表。,,,17743|17749,,,,lâng-pān,lâng-pān,https://sutian.moe.edu.tw/zh-hant/su/150/#207,道德評價
151,人緣,,208,名,,,與人相處時，其相貌、個性、舉止受人歡迎的狀況。,,,130#186,,,,lâng-iân,lâng-iân,https://sutian.moe.edu.tw/zh-hant/su/151/#208,交際應酬
152,入學,,209,動,,,開始進入學校學習、求學。,,,18341,6774#9410,,,ji̍p-o̍h/li̍p-o̍h,ji̍p-o̍h/li̍p-o̍h,https://sutian.moe.edu.tw/zh-hant/su/152/#209,教育、學術
153,入選,,210,動,,,中選。被選上、被選入。,,,17891,,,,ji̍p-suán/li̍p-suán,ji̍p-soán/li̍p-soán,https://sutian.moe.edu.tw/zh-hant/su/153/#210,事、物泛稱
154,了錢,,211,動,,,賠錢、虧本。,,V567,43#68|5759#8044|9052#12446|9370#12875|11467#15663,9095#12500|28392#22588,,,liáu-tsînn,liáu-chîⁿ,https://sutian.moe.edu.tw/zh-hant/su/154/#211,錢財資產
154,了錢,,212,動,,,白費錢財。,,,,,,,liáu-tsînn,liáu-chîⁿ,https://sutian.moe.edu.tw/zh-hant/su/154/#212,錢財資產
155,人頭,,213,名,,,人的頭部。,,,,,,,lâng-thâu,lâng-thâu,https://sutian.moe.edu.tw/zh-hant/su/155/#213,生理構造|交際應酬|數詞、量詞
155,人頭,,214,名,,,人數。,,,,,,,lâng-thâu,lâng-thâu,https://sutian.moe.edu.tw/zh-hant/su/155/#214,生理構造|交際應酬|數詞、量詞
155,人頭,,215,名,,,為了逃避法律責任所設置的負責人。,,,,,,,lâng-thâu,lâng-thâu,https://sutian.moe.edu.tw/zh-hant/su/155/#215,生理構造|交際應酬|數詞、量詞
156,力頭,,216,名,,,力氣、力道。,,,143#200|6157#8622|13877#18769,,,,la̍t-thâu,la̍t-thâu,https://sutian.moe.edu.tw/zh-hant/su/156/#216,才智能力
157,入殮,,217,動,,,將亡者的遺體放入棺木中。,,,79#124|19324,,,,ji̍p-liām/li̍p-liām,ji̍p-liām/li̍p-liām,https://sutian.moe.edu.tw/zh-hant/su/157/#217,生養老死|婚喪喜慶
158,入聲,,218,名,,,漢語的調類之一，指以塞音為韻尾的促音節，現今華語音中已無入聲，但是在臺灣台語和臺灣客語中仍有保留。,,,,,,,ji̍p-siann/li̍p-siann,ji̍p-siaⁿ/li̍p-siaⁿ,https://sutian.moe.edu.tw/zh-hant/su/158/#218,語言、文字、符號
159,刁難,,219,動,,,故意為難。,,,51#87|84#129|4157#5853|29383#23032,,,,thiau-lân,thiau-lân,https://sutian.moe.edu.tw/zh-hant/su/159/#219,心理狀態|待人處事
160,人權,,220,名,,,人生來就有的權利或是指人民在法律上所享有的權利，包括自由、人身安全、工作、受教育、集會結社、宗教信仰、財產等一切的人身權及民主權利。,,,,,,,jîn-khuân/lîn-khuân,jîn-khoân/lîn-khoân,https://sutian.moe.edu.tw/zh-hant/su/160/#220,法律
161,丈,,221,量,,,計算長度的單位。臺制十尺等於一丈，公制十公尺等一公丈。,,,,,,,tn̄g,tn̄g,https://sutian.moe.edu.tw/zh-hant/su/161/#221,數詞、量詞
162,三,,222,數,,,數字。,,,,,,,sam,sam,https://sutian.moe.edu.tw/zh-hant/su/162/#222,數詞、量詞
163,三,,223,數,,,數字。,,,,,,,sann,saⁿ,https://sutian.moe.edu.tw/zh-hant/su/163/#223,數詞、量詞
164,上,,224,動,,,登上、爬上。,,,,,,,tsiūnn,chiūⁿ,https://sutian.moe.edu.tw/zh-hant/su/164/#224,肢體動作
164,上,,225,動,,,把東西端上去。,,,,,,,tsiūnn,chiūⁿ,https://sutian.moe.edu.tw/zh-hant/su/164/#225,肢體動作
165,上,,226,動,,,向上提吊。,,,,,,,tshiūnn,chhiūⁿ,https://sutian.moe.edu.tw/zh-hant/su/165/#226,肢體動作
165,上,,227,動,,,慢慢長出來。,,,,,,,tshiūnn,chhiūⁿ,https://sutian.moe.edu.tw/zh-hant/su/165/#227,肢體動作
166,上,,228,方,,,指空間位置「下」的相反。,,,,167|3819,,,siōng,siōng,https://sutian.moe.edu.tw/zh-hant/su/166/#228,空間方位|性質、程度|副詞
166,上,,229,副,,,極致地、最……地，有些地區音變為thōng。,極致地、最……地，有些地區音變為thōng。,,3519#4904|19123,,,,siōng,siōng,https://sutian.moe.edu.tw/zh-hant/su/166/#229,空間方位|性質、程度|副詞
167,下,,230,方,,,指空間位置「上」的相反。,,,,166|8013#11127,,,ē,ē,https://sutian.moe.edu.tw/zh-hant/su/167/#230,空間方位|性質、程度|數詞、量詞
167,下,,231,量,,,計算短暫動作的單位。,,,,,,,ē,ē,https://sutian.moe.edu.tw/zh-hant/su/167/#231,空間方位|性質、程度|數詞、量詞
168,下,,232,動,,,結束一個時程的工作。,,,,,,,hā,hā,https://sutian.moe.edu.tw/zh-hant/su/168/#232,空間方位|性質、程度|數詞、量詞
168,下,,233,動,,,宣布、公布。,,,,,,,hā,hā,https://sutian.moe.edu.tw/zh-hant/su/168/#233,空間方位|性質、程度|數詞、量詞
168,下,,234,動,,,往底下走。,,,,,,,hā,hā,https://sutian.moe.edu.tw/zh-hant/su/168/#234,空間方位|性質、程度|數詞、量詞
168,下,,235,形,,,形容程序較為後面的，或是位階較為低等的。,,,,,,,hā,hā,https://sutian.moe.edu.tw/zh-hant/su/168/#235,空間方位|性質、程度|數詞、量詞
169,下,,236,動,,,放置、加進去。,,,3017#4161|10527#14444,,,,hē,hē,https://sutian.moe.edu.tw/zh-hant/su/169/#236,心理活動
169,下,,237,動,,,許願。,,,,,,,hē,hē,https://sutian.moe.edu.tw/zh-hant/su/169/#237,心理活動
170,低,,238,形,,,低、不高的。可用來形容位置、聲音、程度等等。,,,,,,,kē,kē,https://sutian.moe.edu.tw/zh-hant/su/170/#238,空間方位|地位、身世、背景|才智能力|性質、程度
171,个,,239,量,,,個。計算單獨的人、物的單位。,,,,,,,ê,ê,https://sutian.moe.edu.tw/zh-hant/su/171/#239,代名詞|數詞、量詞
172,丸,,241,名,,,又小又圓的物體。,,,272#404,,,,uân,oân,https://sutian.moe.edu.tw/zh-hant/su/172/#241,事、物泛稱|數詞、量詞
172,丸,,242,量,,,計算小而圓物體的單位。,,,,,,,uân,oân,https://sutian.moe.edu.tw/zh-hant/su/172/#242,事、物泛稱|數詞、量詞
173,久,,243,形,,,指時間的長久、長遠。,,,4493#6342,,,,kú,kú,https://sutian.moe.edu.tw/zh-hant/su/173/#243,時間節令|性質、程度
173,久,,244,名,,,表示一段經過的時間。,,,,,,,kú,kú,https://sutian.moe.edu.tw/zh-hant/su/173/#244,時間節令|性質、程度
174,么,,245,數,,,最小的數字，「一」的另一種稱呼。,,,2#4,,,,io,io,https://sutian.moe.edu.tw/zh-hant/su/174/#245,數詞、量詞
175,乞,,246,動,,,向別人求討東西。,,,,,,,khit,khit,https://sutian.moe.edu.tw/zh-hant/su/175/#246,交際應酬
176,也,,247,副,,,亦。表示相同關係。,,,10384#14249,,,,iā,iā,https://sutian.moe.edu.tw/zh-hant/su/176/#247,連詞、介詞
