編號,詞語,標籤,TL,POJ,TL/N.,POJ/N.,音檔,分類,類型
179,凡,,huān,hoān,huan7,hoan7,179(1).mp3,副詞,主詞目
180,千,文,tshian,chhian,chhian1,chhian1,180(1).mp3,性質、程度|數詞、量詞,主詞目
181,千,白,tshing,chheng,chheng1,chheng1,181(1).mp3,性質、程度|數詞、量詞,主詞目
182,叉,,tshe,chhe,chhe1,chhe1,182(1).mp3,待人處事|事、物泛稱,主詞目
183,口,白,kháu,kháu,khau2,khau2,183(1).mp3,生理構造|建築物、結構|數詞、量詞,主詞目
184,土,,thóo,thó͘,thoo2,tho͘2,184(1).mp3,地理|資源礦物|個性風格|氣質態度,主詞目
185,士,,sū,sū,su7,su7,185(1).mp3,相關用語,主詞目
186,大,替,ta,ta,ta1,ta1,186(1).mp3,語言、文字、符號,主詞目
187,大,文,tāi,tāi,tai7,tai7,187(1).mp3,形貌、體積,主詞目
188,大,白,tuā,tōa,toa7,toa7,188(1).mp3,形貌、體積,主詞目
189,女,白,lí/lú,lí/lú,li2/lu2,li2/lu2,189(1).mp3,泛稱,主詞目
190,女,文,lú,lú,lu2,lu2,190(1).mp3,泛稱,主詞目
191,子,白,tsí,chí,chi2,chi2,191(1).mp3,動物形體、行為|植物形體、狀態|事、物泛稱,主詞目
192,子,文,tsú,chú,chu2,chu2,192(1).mp3,時間節令|泛稱|宗族、家庭|稱謂輩分,主詞目
193,子,替,jí/lí,jí/lí,ji2/li2,ji2/li2,193(1).mp3,事、物泛稱,主詞目
194,寸,,tshùn,chhùn,chhun3,chhun3,194(1).mp3,形貌、體積|數詞、量詞,主詞目
195,小,文,siáu,siáu,siau2,siau2,195(1).mp3,性質、程度,主詞目
196,小,白,sió,sió,sio2,sio2,196(1).mp3,性質、程度,主詞目
197,山,文,san,san,san1,san1,197(1).mp3,地理|自然現象,主詞目
198,山,白,suann,soaⁿ,soann1,soaⁿ1,198(1).mp3,地理|自然現象,主詞目
199,工,白,kang,kang,kang1,kang1,199(1).mp3,時間節令|相關用語|數詞、量詞,主詞目
200,工,文,kong,kong,kong1,kong1,200(1).mp3,戲劇、音樂,主詞目
201,己,文,kí,kí,ki2,ki2,201(1).mp3,天文|稱謂輩分,主詞目
202,巳,白,tsī,chī,chi7,chi7,202(1).mp3,時間節令,主詞目
203,巾,,kin/kun,kin/kun,kin1/kun1,kin1/kun1,203(1).mp3,生活用品,主詞目
204,干,,kan,kan,kan1,kan1,204(1).mp3,時間節令|軍事|一般動詞-行為動詞,主詞目
205,弓,白,king,keng,king1,keng1,205(1).mp3,軍事|數詞、量詞,主詞目
206,才,,tsâi,châi,chai5,chai5,206(1).mp3,才智能力,主詞目
207,才,替,tsiah,chiah,chiah4,chiah4,207(1).mp3,副詞,主詞目
208,才,,tshâi,chhâi,chhai5,chhai5,208(1).mp3,數詞、量詞,主詞目
209,下𦜆,,ē-ham,ē-ham,e7-ham1,e7-ham1,209(1).mp3,生理構造,主詞目
210,丈人,,tiūnn-lâng,tiūⁿ-lâng,tiunn7-lang5,tiuⁿ7-lang5,210(1).mp3,性別、婚姻|稱謂輩分,主詞目
211,三八,,sam-pat,sam-pat,sam1-pat4,sam1-pat4,211(1).mp3,個性風格,主詞目
212,土人,,thóo-lâng,thó͘-lâng,thoo2-lang5,tho͘2-lang5,212(1).mp3,個性風格|氣質態度,主詞目
213,大人,,tāi-jîn/tāi-lîn,tāi-jîn/tāi-lîn,tai7-jin5/tai7-lin5,tai7-jin5/tai7-lin5,213(1).mp3,稱謂輩分,主詞目
214,大人,,tuā-lâng,tōa-lâng,toa7-lang5,toa7-lang5,214(1).mp3,泛稱,主詞目
215,大力,,tuā-la̍t,tōa-la̍t,toa7-lat8,toa7-lat8,215(1).mp3,性質、程度,主詞目
216,小人,,siáu-jîn/siáu-lîn,siáu-jîn/siáu-lîn,siau2-jin5/siau2-lin5,siau2-jin5/siau2-lin5,216(1).mp3,泛稱|個性風格,主詞目
217,川七,,tshuan-tshit,chhoan-chhit,chhoan1-chhit4,chhoan1-chhit4,217(1).mp3,蔬果作物|醫療保健|食物、飲料、煙酒,主詞目
218,工人,,kang-lâng,kang-lâng,kang1-lang5,kang1-lang5,218(1).mp3,科技、工業,主詞目
219,丈人公,,tiūnn-lâng-kong,tiūⁿ-lâng-kong,tiunn7-lang5-kong1,tiuⁿ7-lang5-kong1,219(1).mp3,性別、婚姻|稱謂輩分,主詞目
220,三七仔,,sam-tshit-á,sam-chhit-á,sam1-chhit4-a2,sam1-chhit4-a2,220(1).mp3,服務業及其他,主詞目
221,丈人爸,,tiūnn-lâng-pâ,tiūⁿ-lâng-pâ,tiunn7-lang5-pa5,tiuⁿ7-lang5-pa5,221(1).mp3,性別、婚姻|稱謂輩分,主詞目
222,三八氣,,sam-pat-khuì,sam-pat-khùi,sam1-pat4-khui3,sam1-pat4-khui3,222(1).mp3,個性風格,主詞目
223,丈人媽,,tiūnn-lâng-má,tiūⁿ-lâng-má,tiunn7-lang5-ma2,tiuⁿ7-lang5-ma2,223(1).mp3,性別、婚姻|稱謂輩分,主詞目
224,上久,,siōng kú,siōng kú,siong7 ku2,siong7 ku2,224(1).mp3,時間節令|性質、程度,主詞目
225,上山,,tsiūnn-suann,chiūⁿ-soaⁿ,chiunn7-soann1,chiuⁿ7-soaⁿ1,225(1).mp3,休閒、娛樂,主詞目
226,下山,,hā-san,hā-san,ha7-san1,ha7-san1,226(1).mp3,戲劇、音樂,主詞目
227,久久,,kú-kú,kú-kú,ku2-ku2,ku2-ku2,227(1).mp3,時間節令|性質、程度,主詞目
228,大下,,tuā-ē,tōa-ē,toa7-e7,toa7-e7,228(1).mp3,性質、程度,主詞目
229,小口,,sió-kháu,sió-kháu,sio2-khau2,sio2-khau2,229(1).mp3,飲食行為,主詞目
230,小工,,sió-kang,sió-kang,sio2-kang1,sio2-kang1,230(1).mp3,相關用語,主詞目
231,才子,,tsâi-tsú,châi-chú,chai5-chu2,chai5-chu2,231(1).mp3,地位、身世、背景|才智能力,主詞目
232,大丈夫,,tāi-tiōng-hu,tāi-tiōng-hu,tai7-tiong7-hu1,tai7-tiong7-hu1,232(1).mp3,泛稱|個性風格,主詞目
233,干干仔,,kan-kan-á,kan-kan-á,kan1-kan1-a2,kan1-kan1-a2,233(1).mp3,副詞,主詞目
234,三山國王,,Sam-san-kok-ông,Sam-san-kok-ông,Sam1-san1-kok4-ong5,Sam1-san1-kok4-ong5,234(1).mp3,神明、鬼怪、教派,主詞目
235,千千萬萬,,tshian-tshian-bān-bān,chhian-chhian-bān-bān,chhian1-chhian1-ban7-ban7,chhian1-chhian1-ban7-ban7,235(1).mp3,性質、程度|數詞、量詞,主詞目
236,上山頭,,tsiūnn-suann-thâu,chiūⁿ-soaⁿ-thâu,chiunn7-soann1-thau5,chiuⁿ7-soaⁿ1-thau5,236(1).mp3,婚喪喜慶,主詞目
237,丈公,,tiūnn-kong,tiūⁿ-kong,tiunn7-kong1,tiuⁿ7-kong1,237(1).mp3,稱謂輩分,主詞目
238,上元,,Siōng-guân,Siōng-goân,Siong7-goan5,Siong7-goan5,238(1).mp3,時間節令|生活狀況|相關器具、活動,主詞目
239,下元,,Hā-guân,Hā-goân,Ha7-guan5,Ha7-goan5,239(1).mp3,時間節令,主詞目
240,下勻,,ē-ûn,ē-ûn,e7-un5,e7-un5,240(1).mp3,稱謂輩分,主詞目
241,大不了,,tāi-put-liáu,tāi-put-liáu,tai7-put4-liau2,tai7-put4-liau2,241(1).mp3,性質、程度,主詞目
242,三不五時,,sam-put-gōo-sî,sam-put-gō͘-sî,sam1-put4-goo7-si5,sam1-put4-go͘7-si5,242(1).mp3,時間節令|性質、程度,主詞目
243,土公仔,,thóo-kong-á,thó͘-kong-á,thoo2-kong1-a2,tho͘2-kong1-a2,243(1).mp3,服務業及其他|個性風格,主詞目
244,小丑仔,,siáu-thiú-á,siáu-thiú-á,siau2-thiu2-a2,siau2-thiu2-a2,244(1).mp3,服務業及其他|休閒、娛樂,主詞目
245,土公仔性,,thóo-kong-á-sìng,thó͘-kong-á-sèng,thoo2-kong1-a2-seng3,tho͘2-kong1-a2-seng3,245(1).mp3,個性風格,主詞目
246,上元暝,,Siōng-guân-mê/Siōng-guân-mî,Siōng-goân-mê/Siōng-goân-mî,Siong7-goan5-me5/Siong7-goan5-mi5,Siong7-goan5-me5/Siong7-goan5-mi5,246(1).mp3,時間節令,主詞目
247,上午,,siōng-ngóo,siōng-ngó͘,siong7-ngoo2,siong7-ngo͘2,247(1).mp3,時間節令,主詞目
248,上天,,siōng-thian,siōng-thian,siong7-thian1,siong7-thian1,248(1).mp3,神明、鬼怪、教派,主詞目
249,上手,,tsiūnn-tshiú,chiūⁿ-chhiú,chiunn7-chhiu2,chiuⁿ7-chhiu2,249(1).mp3,才智能力,主詞目
250,上水,,tshiūnn-tsuí,chhiūⁿ-chúi,chhiunn7-chui2,chhiuⁿ7-chui2,250(1).mp3,傷疾病痛|生活勞動,主詞目
251,下午,,hā-ngóo,hā-ngó͘,ha7-ngoo2,ha7-ngou2,251(1).mp3,時間節令,主詞目
252,下手,,hē-tshiú,hē-chhiú,he7-tshiu2,he7-chhiu2,252(1).mp3,肢體動作,主詞目
253,下手,,ē-tshiú,ē-chhiú,e7-tshiu2,e7-chhiu2,253(1).mp3,地位、身世、背景,主詞目
254,下水,,hā-suí,hā-súi,ha7-sui2,ha7-sui2,254(1).mp3,廢棄物|食物、飲料、煙酒,主詞目
255,土木,,thóo-bo̍k,thó͘-bo̍k,thoo2-bok8,tho͘2-bok8,255(1).mp3,科技、工業|建築物、結構,主詞目
256,大方,,tāi-hong,tāi-hong,tai7-hong1,tai7-hong1,256(1).mp3,個性風格|氣質態度|待人處事,主詞目
257,大日,,tuā-ji̍t/tuā-li̍t,tōa-ji̍t/tōa-li̍t,toa7-jit8/toa7-lit8,toa7-jit8/toa7-lit8,257(1).mp3,氣候溫度|時間節令,主詞目
258,大月,,tuā-gue̍h/tuā-ge̍h,tōa-goe̍h/tōa-ge̍h,toa7-goeh8/toa7-geh8,toa7-goeh8/toa7-geh8,258(1).mp3,時間節令|商業,主詞目
259,寸尺,,tshùn-tshioh,chhùn-chhioh,chhun3-chhioh4,chhun3-chhioh4,259(1).mp3,形貌、體積|性質、程度,主詞目
260,小心,,sió-sim,sió-sim,sio2-sim1,sio2-sim1,260(1).mp3,心理狀態,主詞目
261,小月,,sió-gue̍h/sió-ge̍h,sió-goe̍h/sió-ge̍h,sio2-goeh8/sio2-geh8,sio2-goeh8/sio2-geh8,261(1).mp3,時間節令|商業,主詞目
262,小木,,sió-ba̍k,sió-ba̍k,sio2-bak8,sio2-bak8,262(1).mp3,服務業及其他,主詞目
263,工夫,,kang-hu,kang-hu,kang1-hu1,kang1-hu1,263(1).mp3,才智能力|體育、運動,主詞目
264,三太子,,Sam-thài-tsú,Sam-thài-chú,Sam1-thai3-chu2,Sam1-thai3-chu2,264(1).mp3,神明、鬼怪、教派,主詞目
265,上尺工,,siāng-tshe-kong,siāng-chhe-kong,siang7-chhe1-kong1,siang7-chhe1-kong1,265(1).mp3,戲劇、音樂,主詞目
266,三心兩意,,sam-sim-lióng-ì,sam-sim-lióng-ì,sam1-sim1-liong2-i3,sam1-sim1-liong2-i3,266(1).mp3,心理狀態,主詞目
267,大心氣,,tuā-sim-khuì,tōa-sim-khùi,toa7-sim1-khui3,toa7-sim1-khui3,267(1).mp3,反應、表情,主詞目
268,千斤秤,,tshian-kin-tshìn/tshian-kun-tshìn,chhian-kin-chhìn/chhian-kun-chhìn,chhian1-kin1-chhin3/chhian1-kun1-chhin3,chhian1-kin1-chhin3/chhian1-kun1-chhin3,268(1).mp3,科技、工業|生產工具,主詞目
269,三文魚,,sam-bûn-hî/sam-bûn-hû,sam-bûn-hî/sam-bûn-hû,sam1-bun5-hi5/sam1-bun5-hu5,sam1-bun5-hi5/sam1-bun5-hu5,269(1).mp3,魚蝦海獸|食物、飲料、煙酒,主詞目
270,下水湯,,hā-suí-thng,hā-súi-thng,ha7-sui2-thng1,ha7-sui2-thng1,270(1).mp3,食物、飲料、煙酒,主詞目
271,大爿,,tuā-pîng,tōa-pêng,toa7-peng5,toa7-peng5,271(1).mp3,相關器具、活動|性質、程度,主詞目
272,丸仔,,uân-á,oân-á,oan5-a2,oan5-a2,272(1).mp3,食物、飲料、煙酒|形貌、體積,主詞目
273,大兄,,tuā-hiann,tōa-hiaⁿ,toa7-hiann1,toa7-hiaⁿ1,273(1).mp3,宗族、家庭|稱謂輩分,主詞目
274,工仔,,kang-á,kang-á,kang1-a2,kang1-a2,274(1).mp3,科技、工業,主詞目
275,巾仔,,kin-á/kun-á,kin-á/kun-á,kin1-a2/kun1-a2,kin1-a2/kun1-a2,275(1).mp3,生活用品,主詞目
276,弓仔,,king-á,keng-á,king1-a2,keng1-a2,276(1).mp3,生活用品,主詞目
277,大主大意,,tuā-tsú-tuā-ì,tōa-chú-tōa-ì,toa7-chu2-toa7-i3,toa7-chu2-toa7-i3,277(1).mp3,相關用語|待人處事,主詞目
278,大代誌,,tuā tāi-tsì,tōa tāi-chì,toa7 tai7-chi3,toa7 tai7-chi3,278(1).mp3,事、物泛稱,主詞目
279,上加,,siōng-ke,siōng-ke,siong7-ke1,siong7-ke1,279(1).mp3,副詞,主詞目
280,上北,,tsiūnn-pak,chiūⁿ-pak,chiunn7-pak4,chiuⁿ7-pak4,280(1).mp3,一般動詞-行為動詞,主詞目
281,下司,,ē-si,ē-si,e7-si1,e7-si1,281(1).mp3,泛稱|相關用語,主詞目
282,土包仔,,thóo-pau-á,thó͘-pau-á,thoo2-pau1-a2,tho͘2-pau1-a2,282(1).mp3,泛稱,主詞目
283,小可仔,,sió-khuá-á,sió-khóa-á,sio2-khoa2-a2,sio2-khoa2-a2,283(1).mp3,性質、程度,主詞目
284,大四界,,tuā-sì-kè/tuā-sì-kuè,tōa-sì-kè/tōa-sì-kòe,toa7-si3-ke3/toa7-si3-koe3,toa7-si3-ke3/toa7-si3-koe3,284(1).mp3,性質、程度,主詞目
285,上卌袂攝,,tsiūnn-siap-bē-liap/tsiūnn-siap-buē-liap,chiūⁿ-siap-bē-liap/chiūⁿ-siap-bōe-liap,chiunn7-siap4-be7-liap4/chiunn7-siap4-boe7-liap4,chiuⁿ7-siap4-be7-liap4/chiuⁿ7-siap4-boe7-liap4,285(1).mp3,生養老死,主詞目
286,下半暝,,ē-puànn-mê/ē-puànn-mî,ē-pòaⁿ-mê/ē-pòaⁿ-mî,e7-puann3-me5/e7-puann3-mi5,e7-poann3-me5/e7-poann3-mi5,286(1).mp3,時間節令,主詞目
287,上市,,tsiūnn-tshī,chiūⁿ-chhī,chiunn7-chhi7,chiuⁿ7-chhi7,287(1).mp3,財務單位、活動,主詞目
288,下本,,hē-pún,hē-pún,he7-pun2,he7-pun2,288(1).mp3,財務單位、活動,主詞目
289,大本,,tuā-pún,tōa-pún,toa7-pun2,toa7-pun2,289(1).mp3,錢財資產|數詞、量詞,主詞目
290,小旦,,sió-tuànn,sió-tòaⁿ,sio2-toann3,sio2-toaⁿ3,290(1).mp3,戲劇、音樂|休閒、娛樂,主詞目
291,上目,,tsiūnn-ba̍k,chiūⁿ-ba̍k,chiunn7-bak8,chiuⁿ7-bak8,291(1).mp3,相關用語,主詞目
292,口白,,kháu-pe̍h,kháu-pe̍h,khau2-peh8,khau2-peh8,292(1).mp3,戲劇、音樂,主詞目
293,大目,,tuā-ba̍k,tōa-ba̍k,toa7-bak8,toa7-bak8,293(1).mp3,生理構造,主詞目
294,小生,,sió-sing,sió-seng,sio2-seng1,sio2-seng1,294(1).mp3,戲劇、音樂,主詞目
295,小玉仔,,sió-gio̍k-á,sió-gio̍k-á,sio2-giok8-a2,sio2-giok8-a2,295(1).mp3,蔬果作物|食物、飲料、煙酒,主詞目
296,小白菜,,sió-pe̍h-tshài,sió-pe̍h-chhài,sio2-peh8-chhai3,sio2-peh8-chhai3,296(1).mp3,蔬果作物|醫療保健|食物、飲料、煙酒,主詞目
297,大甲蓆,,Tāi-kah-tshio̍h,Tāi-kah-chhio̍h,Tai7-kah4-chhioh8,Tai7-kah4-chhioh8,297(1).mp3,生活用品,主詞目
298,上任,,tsiūnn-jīm/tsiūnn-līm,chiūⁿ-jīm/chiūⁿ-līm,chiunn7-jim7/chiunn7-lim7,chiuⁿ7-jim7/chiuⁿ7-lim7,298(1).mp3,相關用語,主詞目
299,久仰,,kiú-gióng,kiú-gióng,kiu2-giong2,kiu2-giong2,299(1).mp3,語言、文字、符號,主詞目
300,干休,,kan-hiu,kan-hiu,kan1-hiu1,kan1-hiu1,300(1).mp3,副詞,主詞目
301,大名,,tuā-miâ,tōa-miâ,toa7-mia5,toa7-mia5,301(1).mp3,相關用語,主詞目
302,大囝,,tuā-kiánn,tōa-kiáⁿ,toa7-kiann2,toa7-kiaⁿ2,302(1).mp3,宗族、家庭|稱謂輩分,主詞目
303,小名,,sió-miâ,sió-miâ,sio2-mia5,sio2-mia5,303(1).mp3,稱謂輩分,主詞目
304,小囝,,sió-kiánn,sió-kiáⁿ,sio2-kiann2,sio2-kiaⁿ2,304(1).mp3,泛稱,主詞目
305,大同仔,,tāi-tông-á,tāi-tông-á,tai7-tong5-a2,tai7-tong5-a2,305(1).mp3,蔬果作物|食物、飲料、煙酒,主詞目
306,上好,,siōng hó,siōng hó,siong7 ho2,siong7 ho2,306(1).mp3,性質、程度,主詞目
307,也好,,iā hó,iā hó,ia7 ho2,ia7 ho2,307(1).mp3,副詞,主詞目
308,土地,,thóo-tē/thóo-tuē,thó͘-tē/thó͘-tōe,thoo2-te7/thoo2-toe7,tho͘2-te7/tho͘2-toe7,308(1).mp3,地理|資源礦物|事、物泛稱,主詞目
309,土地公,,Thóo-tī-kong,Thó͘-tī-kong,Thoo2-ti7-kong1,Tho͘2-ti7-kong1,309(1).mp3,神明、鬼怪、教派,主詞目
310,下早仔,,e-tsái-á,e-chái-á,e1-tsai2-a2,e1-tsai2-a2,310(1).mp3,時間節令,主詞目
311,大耳,,tuā-hīnn/tuā-hī,tōa-hīⁿ/tōa-hī,toa7-hinn7/toa7-hi7,toa7-hiⁿ7/toa7-hi7,311(1).mp3,才智能力|個性風格|體態樣貌,主詞目
312,大舌,,tuā-tsi̍h,tōa-chi̍h,toa7-chih8,toa7-chih8,312(1).mp3,反應、表情,主詞目
313,大伯,,tuā-peh,tōa-peh,toa7-peh4,toa7-peh4,313(1).mp3,宗族、家庭|稱謂輩分,主詞目
314,大位,,tuā-uī,tōa-ūi,toa7-ui7,toa7-ui7,314(1).mp3,稱謂輩分,主詞目
315,工作,,kang-tsok,kang-chok,kang1-tsok4,kang1-tsok4,315(1).mp3,相關用語,主詞目
316,山伯英台,,San-phik-Ing-tâi,San-phek-Eng-tâi,San1-phek4-Eng1-tai5,San1-phek4-Eng1-tai5,316(1).mp3,文學、藝術|戲劇、音樂,主詞目
317,大妗,,tuā-kīm,tōa-kīm,toa7-kim7,toa7-kim7,317(1).mp3,宗族、家庭|稱謂輩分,主詞目
318,山尾溜,,suann-bué-liu/suann-bé-liu,soaⁿ-bóe-liu/soaⁿ-bé-liu,soann1-boe2-liu1/soann1-be2-liu1,soaⁿ1-boe2-liu1/soaⁿ1-be2-liu1,318(1).mp3,地理|自然現象,主詞目
319,子弟,,tsú-tē,chú-tē,chu2-te7,chu2-te7,319(1).mp3,宗族、家庭|稱謂輩分,主詞目
320,小弟,,sió-tī,sió-tī,sio2-ti7,sio2-ti7,320(1).mp3,宗族、家庭|稱謂輩分,主詞目
321,子弟戲,,tsú-tē-hì,chú-tē-hì,chu2-te7-hi3,chu2-te7-hi3,321(1).mp3,戲劇、音樂,主詞目
322,三更,,sann-kenn/sann-kinn,saⁿ-keⁿ/saⁿ-kiⁿ,sann1-kenn1/sann1-kinn1,saⁿ1-keⁿ1/saⁿ1-kiⁿ1,322(1).mp3,時間節令,主詞目
323,三更半暝,,sann-kenn-puànn-mê/sann-kinn-puànn-mî,saⁿ-keⁿ-pòaⁿ-mê/saⁿ-kiⁿ-pòaⁿ-mî,sann1-kenn1-poann3-me5/sann1-kinn1-poann3-mi5,saⁿ1-keⁿ1-poaⁿ3-me5/saⁿ1-kiⁿ1-poaⁿ3-mi5,323(1).mp3,時間節令,主詞目
324,口灶,,kháu-tsàu,kháu-chàu,khau2-tsau3,khau2-tsau3,324(1).mp3,國家、社會、民眾|數詞、量詞,主詞目
325,小肚,,sió-tōo,sió-tō͘,sio2-too7,sio2-to͘7,325(1).mp3,生理構造,主詞目
326,大肚胿,,tuā-tōo-kui,tōa-tō͘-kui,toa7-too7-kui1,toa7-to͘7-kui1,326(1).mp3,生理構造|性別、婚姻|生養老死,主詞目
327,三角,,sann-kak,saⁿ-kak,sann1-kak4,saⁿ1-kak4,327(1).mp3,錢財資產|形貌、體積,主詞目
328,久見,,kiú-kiàn,kiú-kiàn,kiu2-kian3,kiu2-kian3,328(1).mp3,交際應酬,主詞目
329,山谷,,suann-kok,soaⁿ-kok,soann1-kok4,soaⁿ1-kok4,329(1).mp3,地理|自然現象,主詞目
330,川芎,,tshuan-kiong,chhoan-kiong,chhoan1-kiong1,chhoan1-kiong1,330(1).mp3,蔬果作物|醫療保健,主詞目
331,川貝,,tshuan-puè,chhoan-pòe,chhoan1-poe3,chhoan1-poe3,331(1).mp3,蔬果作物|醫療保健,主詞目
332,干貝,,kan-puè,kan-pòe,kan1-pue3,kan1-poe3,332(1).mp3,食物、飲料、煙酒,主詞目
333,千里眼,,Tshian-lí-gán,Chhian-lí-gán,Chhian1-li2-gan2,Chhian1-li2-gan2,333(1).mp3,神明、鬼怪、教派,主詞目
334,三角窗,,sann-kak-thang,saⁿ-kak-thang,sann1-kak4-thang1,saⁿ1-kak4-thang1,334(1).mp3,建築物、結構,主詞目
335,三角褲,,sann-kak-khòo,saⁿ-kak-khò͘,sann1-kak4-khoo3,saⁿ1-kak4-kho͘3,335(1).mp3,衣帽鞋襪,主詞目
336,千里鏡,,tshian-lí-kiànn,chhian-lí-kiàⁿ,chhian1-li2-kiann3,chhian1-li2-kiaⁿ3,336(1).mp3,生活用品,主詞目
337,久來,,kú--lâi,kú--lâi,ku2--lai5,ku2--lai5,337(1).mp3,時間節令,主詞目
338,口供,,kháu-king,kháu-keng,khau2-king1,khau2-keng1,338(1).mp3,法律,主詞目
339,大使,,tāi-sài,tāi-sài,tai7-sai3,tai7-sai3,339(1).mp3,服務業及其他|外交,主詞目
340,小事,,sió-sū,sió-sū,sio2-su7,sio2-su7,340(1).mp3,事、物泛稱,主詞目
341,小使,,siáu-sú,siáu-sú,siau2-su2,siau2-su2,341(1).mp3,泛稱|相關用語,主詞目
342,工事,,kang-sū,kang-sū,kang1-su7,kang1-su7,342(1).mp3,相關用語,主詞目
343,女兒,,lú-jî/lú-lî,lú-jî/lú-lî,lu2-ji5/lu2-li5,lu2-ji5/lu2-li5,343(1).mp3,宗族、家庭|稱謂輩分,主詞目
344,小叔,,sió-tsik,sió-chek,sio2-chek4,sio2-chek4,344(1).mp3,宗族、家庭|稱謂輩分,主詞目
345,小管仔,,sió-kńg-á,sió-kńg-á,sio2-kng2-a2,sio2-kng2-a2,345(1).mp3,魚蝦海獸|食物、飲料、煙酒|事、物泛稱,主詞目
346,小兒科,,sió-jî-kho/sió-lî-kho,sió-jî-kho/sió-lî-kho,sio2-ji5-kho1/sio2-li5-kho1,sio2-ji5-kho1/sio2-li5-kho1,346(1).mp3,醫療保健,主詞目
347,小兒麻痺,,sió-jî-bâ-pì/sió-lî-bâ-pì,sió-jî-bâ-pì/sió-lî-bâ-pì,sio2-ji5-ba5-pi3/sio2-li5-ba5-pi3,sio2-ji5-ba5-pi3/sio2-li5-ba5-pi3,347(1).mp3,傷疾病痛,主詞目
348,山坪,,suann-phiânn,soaⁿ-phiâⁿ,soann1-phiann5,soaⁿ1-phiaⁿ5,348(1).mp3,地理|自然現象,主詞目
349,丈姆,,tiūnn-ḿ,tiūⁿ-ḿ,tiunn7-m2,tiuⁿ7-m2,349(1).mp3,性別、婚姻|稱謂輩分,主詞目
350,大姆,,tuā-ḿ,tōa-ḿ,toa7-m2,toa7-m2,350(1).mp3,宗族、家庭|稱謂輩分,主詞目
351,大姊,,tuā-tsí,tōa-chí,toa7-chi2,toa7-chi2,351(1).mp3,宗族、家庭|稱謂輩分,主詞目
352,大姑,,tuā-koo,tōa-ko͘,toa7-koo1,toa7-ko͘1,352(1).mp3,宗族、家庭|稱謂輩分,主詞目
353,小妹,,sió-muē/sió-bē,sió-mōe/sió-bē,sio2-moe7/sio2-be7,sio2-moe7/sio2-be7,353(1).mp3,宗族、家庭|稱謂輩分,主詞目
354,小姐,,sió-tsiá,sió-chiá,sio2-chia2,sio2-chia2,354(1).mp3,宗族、家庭|稱謂輩分,主詞目
355,小姑,,sió-koo,sió-ko͘,sio2-koo1,sio2-ko͘1,355(1).mp3,宗族、家庭|稱謂輩分,主詞目
356,丈姆婆,,tiūnn-ḿ-pô,tiūⁿ-ḿ-pô,tiunn7-m2-po5,tiuⁿ7-m2-po5,356(1).mp3,性別、婚姻|稱謂輩分,主詞目
357,下底,,ē-té/ē-tué,ē-té/ē-tóe,e7-te2/e7-tue2,e7-te2/e7-toe2,357(1).mp3,空間方位,主詞目
358,大官,,ta-kuann,ta-koaⁿ,ta1-koann1,ta1-koaⁿ1,358(1).mp3,宗族、家庭|稱謂輩分,主詞目
359,大官虎,,tuā-kuann-hóo,tōa-koaⁿ-hó͘,toa7-koann1-hoo2,toa7-koaⁿ1-ho͘2,359(1).mp3,地位、身世、背景|政治,主詞目
360,土性,,thóo-sìng,thó͘-sèng,thoo2-seng3,tho͘2-seng3,360(1).mp3,個性風格|氣質態度,主詞目
361,下性命,,hē-sènn-miā/hē-sìnn-miā,hē-sèⁿ-miā/hē-sìⁿ-miā,he7-senn3-mia7/he7-sinn3-mia7,he7-senn3-mia7/he7-sinn3-mia7,361(1).mp3,個性風格|性質、程度|副詞,主詞目
362,大房,,tuā-pâng,tōa-pâng,toa7-pang5,toa7-pang5,362(1).mp3,宗族、家庭|稱謂輩分,主詞目
363,大拖,,tuā-thua,tōa-thoa,toa7-thoa1,toa7-thoa1,363(1).mp3,農林業,主詞目
364,下昏,,e-hng,e-hng,e1-hng1,e1-hng1,364(1).mp3,時間節令,主詞目
365,山東白仔,,suann-tang-pe̍h-á,soaⁿ-tang-pe̍h-á,soann1-tang1-peh8-a2,soaⁿ1-tang1-peh8-a2,365(1).mp3,蔬果作物|食物、飲料、煙酒,主詞目
366,下昏暗,,e-hng-àm,e-hng-àm,e1-hng1-am3,e1-hng1-am3,366(1).mp3,時間節令,主詞目
367,乞的,,khit--ê,khit--ê,khit4--e5,khit4--e5,367(1).mp3,泛稱,主詞目
368,土直,,thóo-ti̍t,thó͘-ti̍t,thoo2-tit8,tho͘2-tit8,368(1).mp3,個性風格,主詞目
369,三肢手,,sann-ki-tshiú,saⁿ-ki-chhiú,sann1-ki1-chhiu2,saⁿ1-ki1-chhiu2,369(1).mp3,相關用語,主詞目
370,久長,,kú-tn̂g,kú-tn̂g,ku2-tng5,ku2-tng5,370(1).mp3,時間節令,主詞目
371,千金,,tshian-kim,chhian-kim,chhian1-kim1,chhian1-kim1,371(1).mp3,宗族、家庭|稱謂輩分|性質、程度,主詞目
372,三長兩短,,sann-tn̂g-nn̄g-té,saⁿ-tn̂g-nn̄g-té,sann1-tng5-nng7-te2,saⁿ1-tng5-nng7-te2,372(1).mp3,生養老死,主詞目
